Activity ID,Activity Type [attrib],Task Name,Due At,Completed At,Farm Name,Field Name,Field ID,Job Status
1106898,ActualActivity,listing,2019-01-31T13:00:00.000-07:00,2019-02-25T15:58:38.398-07:00,Las Animas,L-07E-North,427941,COMPLETE-LATE
1106911,ActualActivity,plowing,2019-01-25T13:00:00.000-07:00,2019-02-25T15:59:22.568-07:00,Las Animas,L-07E-Center,427943,COMPLETE-LATE
1107215,ActualActivity,Planting,,2019-02-25T16:25:48.438-07:00,Delta Ranch,D-01,416056,COMPLETE-NO-DUE-DATE-SET
1107532,ActualActivity,Broadleaf control,2019-02-20T12:00:00.000-07:00,2019-02-23T15:10:00.000-07:00,Lone Tree,T-05,416047,COMPLETE-LATE
1107532,ActualActivity,Broadleaf control,2019-02-20T12:00:00.000-07:00,2019-02-23T15:10:00.000-07:00,Pick Anderson,P-14E,416003,COMPLETE-LATE
1107532,ActualActivity,Broadleaf control,2019-02-20T12:00:00.000-07:00,2019-02-23T15:10:00.000-07:00,Pick Anderson,P-14W,416002,COMPLETE-LATE
1107565,ActualActivity,Sprinkler irrigation 1hr,,2019-02-25T11:00:26.000-07:00,Delta Ranch,D-06,416057,COMPLETE-NO-DUE-DATE-SET
1107689,ActualActivity,Connect Drip Tape,,2019-02-12T17:30:21.000-07:00,Kreyenhagen,K-06,416123,COMPLETE-NO-DUE-DATE-SET
1108278,ActualActivity,Burndown,2019-02-08T12:00:00.000-07:00,2019-02-26T11:00:00.000-07:00,Delta Ranch,D-23,416128,COMPLETE-LATE
1109287,ActualActivity,Sprinkler irrigation 1hr,,2019-02-25T11:00:50.000-07:00,Delta Ranch,D-06,416057,COMPLETE-NO-DUE-DATE-SET
1109309,ActualActivity,Planting,,2019-02-27T10:02:27.192-07:00,Las Animas,L-07E-North,427941,COMPLETE-NO-DUE-DATE-SET
1109316,ActualActivity,plowing,,2019-02-27T10:07:17.237-07:00,Las Animas,L-07EN Center,437531,COMPLETE-NO-DUE-DATE-SET
1109443,ActualActivity,Sprinklers,,2019-02-27T10:22:57.787-07:00,Kreyenhagen,K-03,416126,COMPLETE-NO-DUE-DATE-SET
1109488,ActualActivity,Planting,,2019-02-27T10:02:19.590-07:00,Las Animas,L-07E-North,427941,COMPLETE-NO-DUE-DATE-SET
1109530,ActualActivity,Drip tape install,,2019-02-26T19:00:50.000-07:00,Pick Anderson,P-14W,416002,COMPLETE-NO-DUE-DATE-SET
1109551,ActualActivity,12 Hr Irrigation w/4-10-10,,2019-02-27T10:59:31.716-07:00,Pick Anderson,P-31,416028,COMPLETE-NO-DUE-DATE-SET
1109552,ActualActivity,12 Hr Irrigation w/4-10-10,,2019-02-27T11:00:57.395-07:00,Pick Anderson,P-21,416030,COMPLETE-NO-DUE-DATE-SET
1109552,ActualActivity,12 Hr Irrigation w/4-10-10,,2019-02-27T11:00:57.395-07:00,Pick Anderson,P-22,416029,COMPLETE-NO-DUE-DATE-SET
1109552,ActualActivity,12 Hr Irrigation w/4-10-10,,2019-02-27T11:00:57.395-07:00,Pick Anderson,P-23,416024,COMPLETE-NO-DUE-DATE-SET
1109552,ActualActivity,12 Hr Irrigation w/4-10-10,,2019-02-27T11:00:57.395-07:00,Pick Anderson,P-24,416023,COMPLETE-NO-DUE-DATE-SET
1109552,ActualActivity,12 Hr Irrigation w/4-10-10,,2019-02-27T11:00:57.395-07:00,Pick Anderson,P-25,416022,COMPLETE-NO-DUE-DATE-SET
1109552,ActualActivity,12 Hr Irrigation w/4-10-10,,2019-02-27T11:00:57.395-07:00,Pick Anderson,P-27,416025,COMPLETE-NO-DUE-DATE-SET
1109552,ActualActivity,12 Hr Irrigation w/4-10-10,,2019-02-27T11:00:57.395-07:00,Pick Anderson,P-31,416028,COMPLETE-NO-DUE-DATE-SET
1109699,ActualActivity,Sprinklers,,2019-02-27T11:00:28.000-07:00,Delta Ranch,D-28,416133,COMPLETE-NO-DUE-DATE-SET
1109833,ActualActivity,rachel's test,2019-02-28T12:00:00.000-07:00,2019-02-27T14:51:03.214-07:00,Hereford,H-27,416095,COMPLETE-ON-TIME
1109834,ActualActivity,rachel's test,2019-02-28T12:00:00.000-07:00,2019-02-27T14:51:03.214-07:00,Delta Ranch,D-01,416056,COMPLETE-ON-TIME
1109834,ActualActivity,rachel's test,2019-02-28T12:00:00.000-07:00,2019-02-27T14:51:03.214-07:00,Delta Ranch,D-05,416054,COMPLETE-ON-TIME
1109837,ActualActivity,rachel's test,2019-02-28T12:00:00.000-07:00,2019-02-27T14:51:03.214-07:00,Delta Ranch,D-09W,416121,COMPLETE-ON-TIME
1109844,ActualActivity,Mowing,,2019-02-28T16:00:51.000-07:00,Lone Tree,T-06,416048,COMPLETE-NO-DUE-DATE-SET
1110341,ActualActivity,Pre-Irrigation,,2019-02-27T15:00:33.000-07:00,Pick Anderson,P-08,416037,COMPLETE-NO-DUE-DATE-SET
1110342,ActualActivity,Pre-Irrigation,,2019-03-04T09:00:06.000-07:00,Pick Anderson,P-21,416030,COMPLETE-NO-DUE-DATE-SET
1110347,ActualActivity,Pre-Irrigation,,2019-03-04T12:00:02.000-07:00,Pick Anderson,P-31,416028,COMPLETE-NO-DUE-DATE-SET
1111068,ActualActivity,Sprinkler irrigation 1hr,,2019-02-28T11:00:42.000-07:00,Delta Ranch,D-06,416057,COMPLETE-NO-DUE-DATE-SET
1111110,ActualActivity,Sprinklers,,2019-02-28T12:07:56.749-07:00,Las Animas,L-07E-North,427941,COMPLETE-NO-DUE-DATE-SET
1111948,ActualActivity,Drip tape temporary,,2019-03-01T17:30:48.000-07:00,Lone Tree,T-05,416047,COMPLETE-NO-DUE-DATE-SET
1112858,ActualActivity,Sprinkler irrigation 4hrs/set,,2019-03-01T09:30:56.000-07:00,Las Animas,L-07E-North,427941,COMPLETE-NO-DUE-DATE-SET
1113215,ActualActivity,Connect drip tape on drain end,,2019-03-07T08:00:15.000-07:00,Pick Anderson,P-41,416111,COMPLETE-NO-DUE-DATE-SET
1113235,ActualActivity,Connect tape to risers,,2019-02-22T08:31:00.000-07:00,Pick Anderson,P-37,416107,IN-PROGRESS-NO-DUE-DATE-SET
1113238,ActualActivity,Connecting  tape,,2019-03-02T08:44:42.005-07:00,Pick Anderson,P-40,416109,COMPLETE-NO-DUE-DATE-SET
1113668,ActualActivity,Spot spray,2019-02-08T12:00:00.000-07:00,2019-03-01T02:30:00.000-07:00,Hereford,H-24,416093,COMPLETE-LATE
1113668,ActualActivity,Spot spray,2019-02-08T12:00:00.000-07:00,2019-03-01T02:30:00.000-07:00,Las Animas,L-35,415997,COMPLETE-LATE
1113668,ActualActivity,Spot spray,2019-02-08T12:00:00.000-07:00,2019-03-01T02:30:00.000-07:00,Lone Tree,T-03,416051,COMPLETE-LATE
1113927,ActualActivity,Fertilizer,2019-02-27T12:00:00.000-07:00,2019-03-01T12:10:00.000-07:00,Delta Ranch,D-27,416136,COMPLETE-LATE
1113927,ActualActivity,Fertilizer,2019-02-27T12:00:00.000-07:00,2019-03-01T12:10:00.000-07:00,Delta Ranch,D-29,416134,COMPLETE-LATE
1113927,ActualActivity,Fertilizer,2019-02-27T12:00:00.000-07:00,2019-03-01T12:10:00.000-07:00,Hereford,H-01,73277,COMPLETE-LATE
1113927,ActualActivity,Fertilizer,2019-02-27T12:00:00.000-07:00,2019-03-01T12:10:00.000-07:00,Hereford,H-03,416099,COMPLETE-LATE
1113927,ActualActivity,Fertilizer,2019-02-27T12:00:00.000-07:00,2019-03-01T12:10:00.000-07:00,Hereford,H-04,416100,COMPLETE-LATE
1113927,ActualActivity,Fertilizer,2019-02-27T12:00:00.000-07:00,2019-03-01T12:10:00.000-07:00,Hereford,H-07,416104,COMPLETE-LATE
1113927,ActualActivity,Fertilizer,2019-02-27T12:00:00.000-07:00,2019-03-01T12:10:00.000-07:00,Hereford,H-27,416095,COMPLETE-LATE
1113927,ActualActivity,Fertilizer,2019-02-27T12:00:00.000-07:00,2019-03-01T12:10:00.000-07:00,Hereford,H-28,416096,COMPLETE-LATE
1113931,ActualActivity,Fertilizer,2019-02-27T12:00:00.000-07:00,2019-03-01T10:00:00.000-07:00,Elbon,E-07,416010,COMPLETE-LATE
1113934,ActualActivity,Fertilizer,2019-02-27T12:00:00.000-07:00,2019-03-01T09:15:00.000-07:00,Lone Tree,T-12,416015,COMPLETE-LATE
1113938,ActualActivity,Oat fertilizer,2019-02-27T12:00:00.000-07:00,2019-03-01T12:06:00.000-07:00,Las Animas,L-25,416075,COMPLETE-LATE
1113938,ActualActivity,Oat fertilizer,2019-02-27T12:00:00.000-07:00,2019-03-01T12:06:00.000-07:00,Las Animas,L-27,416076,COMPLETE-LATE
1113939,ActualActivity,Herbicide,2019-02-23T12:00:00.000-07:00,2019-03-03T14:50:00.000-07:00,Las Animas,L-21,416078,COMPLETE-LATE
1113939,ActualActivity,Herbicide,2019-02-23T12:00:00.000-07:00,2019-03-03T14:50:00.000-07:00,Las Animas,L-33,416077,COMPLETE-LATE
1113939,ActualActivity,Herbicide,2019-02-23T12:00:00.000-07:00,2019-03-03T14:50:00.000-07:00,Pick Anderson,P-09,416038,COMPLETE-LATE
1113939,ActualActivity,Herbicide,2019-02-23T12:00:00.000-07:00,2019-03-03T14:50:00.000-07:00,Pick Anderson,P-10,416039,COMPLETE-LATE
1114815,ActualActivity,Furrow Irrigation,,2019-02-08T08:30:05.000-07:00,Hereford,H-06,416102,COMPLETE-NO-DUE-DATE-SET
1115409,ActualActivity,Grass herbicide,2019-02-28T12:00:00.000-07:00,2019-03-04T14:45:00.000-07:00,Pick Anderson,P-14E,416003,COMPLETE-LATE
1115409,ActualActivity,Grass herbicide,2019-02-28T12:00:00.000-07:00,2019-03-04T14:45:00.000-07:00,Pick Anderson,P-14W,416002,COMPLETE-LATE
1124809,ActualActivity,Herbicide,2019-02-08T12:00:00.000-07:00,2019-03-10T17:30:00.000-06:00,Hereford,H-01,73277,COMPLETE-LATE
1124809,ActualActivity,Herbicide,2019-02-08T12:00:00.000-07:00,2019-03-10T17:30:00.000-06:00,Hereford,H-03,416099,COMPLETE-LATE
1124809,ActualActivity,Herbicide,2019-02-08T12:00:00.000-07:00,2019-03-10T17:30:00.000-06:00,Hereford,H-04,416100,COMPLETE-LATE
1124809,ActualActivity,Herbicide,2019-02-08T12:00:00.000-07:00,2019-03-10T17:30:00.000-06:00,Hereford,H-07,416104,COMPLETE-LATE
1124809,ActualActivity,Herbicide,2019-02-08T12:00:00.000-07:00,2019-03-10T17:30:00.000-06:00,Hereford,H-27,416095,COMPLETE-LATE
1124809,ActualActivity,Herbicide,2019-02-08T12:00:00.000-07:00,2019-03-10T17:30:00.000-06:00,Hereford,H-28,416096,COMPLETE-LATE
1126804,ActualActivity,Herbicide,2019-02-28T12:00:00.000-07:00,2019-03-10T14:30:00.000-06:00,Pick Anderson,P-19,416011,COMPLETE-LATE
1126805,ActualActivity,Broadleaf herbicide,2019-03-02T12:00:00.000-07:00,2019-03-08T11:30:00.000-07:00,Pick Anderson,P-15,416036,COMPLETE-LATE
1126806,ActualActivity,Spot treat burn down,2019-03-05T12:00:00.000-07:00,2019-03-08T13:30:00.000-07:00,Delta Ranch,D-11,416060,COMPLETE-LATE
1127261,ActualActivity,Drip Irrigation,,2019-03-12T17:00:28.000-06:00,Lone Tree,T-05,416047,COMPLETE-NO-DUE-DATE-SET
1127310,ActualActivity,Sprinkler irrigation 1hr,,2019-03-11T17:00:57.000-06:00,Las Animas,L-07E-North,427941,COMPLETE-NO-DUE-DATE-SET
1127311,ActualActivity,Sprinkler irrigation 1hr,,2019-03-12T17:30:51.000-06:00,Las Animas,L-07E-North,427941,COMPLETE-NO-DUE-DATE-SET
1127312,ActualActivity,Sprinkler irrigation 1hr,,2019-03-12T17:30:31.000-06:00,Las Animas,L-07E-North,427941,COMPLETE-NO-DUE-DATE-SET
1128462,ActualActivity,Open Up beds,2019-03-12T13:00:00.000-06:00,2019-03-12T17:30:00.000-06:00,Delta Ranch,D-14,416062,COMPLETE-LATE
1128575,ActualActivity,Sprinkler irrigation 1hr,,2019-03-12T17:30:54.000-06:00,Las Animas,L-07E-North,427941,COMPLETE-NO-DUE-DATE-SET
1128580,ActualActivity,Drip Irrigation,,2019-03-12T17:00:49.000-06:00,Lone Tree,T-05,416047,COMPLETE-NO-DUE-DATE-SET
1128833,ActualActivity,planting wheat,2019-01-31T13:00:00.000-07:00,2019-01-31T17:30:00.000-07:00,Hereford,H-02,416098,COMPLETE-LATE
1128867,ActualActivity,Sprinklers setup field,,2019-03-12T17:30:14.000-06:00,Hereford,H-18,416084,COMPLETE-NO-DUE-DATE-SET
1128882,ActualActivity,Sprinkler irrigation 1hr,,2019-03-13T15:30:12.000-06:00,Las Animas,L-07E-North,427941,COMPLETE-NO-DUE-DATE-SET
1128952,ActualActivity,Herbicide,,2019-03-13T15:58:15.178-06:00,Kreyenhagen,K-03,416126,COMPLETE-NO-DUE-DATE-SET
1128982,ActualActivity,Prowl,2019-03-09T13:00:00.000-07:00,2019-03-13T14:00:00.000-06:00,Delta Ranch,D-14,416062,COMPLETE-LATE
1129960,ActualActivity,Planting Roma fresh market  “Galalaya “,,2019-03-15T12:07:32.000-06:00,Delta Ranch,D-14,416062,COMPLETE-NO-DUE-DATE-SET
1130999,ActualActivity,Weeding crew,,2019-03-15T07:46:47.308-06:00,Pick Anderson,P-17,416033,IN-PROGRESS-NO-DUE-DATE-SET
1131110,ActualActivity,Connect risers to tape,,2019-03-15T07:51:50.240-06:00,Pick Anderson,P-41,416111,COMPLETE-NO-DUE-DATE-SET
1131113,ActualActivity,Install tape above ground,,2019-03-18T08:00:50.000-06:00,Pick Anderson,P-15,416036,COMPLETE-NO-DUE-DATE-SET
1131170,ActualActivity,Round up/Prowl,2019-03-06T12:00:00.000-07:00,2019-03-14T09:06:00.000-06:00,Las Animas,L-22,416079,COMPLETE-LATE
1131170,ActualActivity,Round up/Prowl,2019-03-06T12:00:00.000-07:00,2019-03-14T09:06:00.000-06:00,Las Animas,L-32,415994,COMPLETE-LATE
1131172,ActualActivity,Herbicide,2019-02-28T12:00:00.000-07:00,2019-03-14T16:42:00.000-06:00,Elbon,E-08,416071,COMPLETE-LATE
1131172,ActualActivity,Herbicide,2019-02-28T12:00:00.000-07:00,2019-03-14T16:42:00.000-06:00,Hereford,H-05,416101,COMPLETE-LATE
1131172,ActualActivity,Herbicide,2019-02-28T12:00:00.000-07:00,2019-03-14T16:42:00.000-06:00,Hereford,H-23,416094,COMPLETE-LATE
1131172,ActualActivity,Herbicide,2019-02-28T12:00:00.000-07:00,2019-03-14T16:42:00.000-06:00,Lone Tree,T-07,416072,COMPLETE-LATE
1131172,ActualActivity,Herbicide,2019-02-28T12:00:00.000-07:00,2019-03-14T16:42:00.000-06:00,Pick Anderson,P-43,416020,COMPLETE-LATE
1131184,ActualActivity,Herbicide,2019-02-22T12:00:00.000-07:00,2019-03-14T17:50:00.000-06:00,Lone Tree,T-12,416015,COMPLETE-LATE
1131723,ActualActivity,Planting Cilantro,,2018-08-24T16:00:00.000-06:00,Las Animas,L-07E-Center,427943,COMPLETE-NO-DUE-DATE-SET
1131810,ActualActivity,Alfalfa,,2016-09-29T13:00:00.000-06:00,Las Animas,L-22,416079,COMPLETE-NO-DUE-DATE-SET
1131997,ActualActivity,Alfalfa,,2016-09-29T16:00:00.000-06:00,Las Animas,L-32,415994,COMPLETE-NO-DUE-DATE-SET
1132353,ActualActivity,Rye Grass,,2018-11-12T17:00:00.000-07:00,Hereford,H-16 #04,457509,COMPLETE-NO-DUE-DATE-SET
1132353,ActualActivity,Rye Grass,,2018-11-12T17:00:00.000-07:00,Hereford,H-16 #05,457510,COMPLETE-NO-DUE-DATE-SET
1132589,ActualActivity,Almond Planting,,2017-01-17T15:00:00.000-07:00,Delta Ranch,D-08N,416052,COMPLETE-NO-DUE-DATE-SET
1132592,ActualActivity,Planted Organic Cilantro,,2019-02-27T17:00:00.000-07:00,Las Animas,L-07EN Center,437531,COMPLETE-NO-DUE-DATE-SET
1132593,ActualActivity,Planting Organic Parsley,,2018-09-24T16:00:00.000-06:00,Las Animas,L-07E-South,427942,COMPLETE-NO-DUE-DATE-SET
1132595,ActualActivity,Planting Cilantro,,2018-09-10T17:00:00.000-06:00,Lone Tree,T-06,416048,COMPLETE-NO-DUE-DATE-SET
1132778,ActualActivity,Tomato Planting,,2019-03-15T12:51:00.255-06:00,Kreyenhagen,K-05,416125,COMPLETE-NO-DUE-DATE-SET
1133974,ActualActivity,Transplant Roma tomatoes,,2019-03-29T17:00:40.000-06:00,Delta Ranch,D-12,416132,COMPLETE-NO-DUE-DATE-SET
1135457,ActualActivity,Fungicide,2019-03-14T12:00:00.000-06:00,2019-03-15T18:03:00.000-06:00,Pick Anderson,P-15,416036,COMPLETE-LATE
1135458,ActualActivity,Herbicide,2019-02-26T12:00:00.000-07:00,2019-03-15T13:35:00.000-06:00,Las Animas,L-30,416074,COMPLETE-LATE
1135458,ActualActivity,Herbicide,2019-02-26T12:00:00.000-07:00,2019-03-15T13:35:00.000-06:00,Pick Anderson,P-11,416040,COMPLETE-LATE
1135459,ActualActivity,Broad leaf herbicide,2019-03-02T12:00:00.000-07:00,2019-03-15T10:00:00.000-06:00,Hereford,H-16 #04,457509,COMPLETE-LATE
1135459,ActualActivity,Broad leaf herbicide,2019-03-02T12:00:00.000-07:00,2019-03-15T10:00:00.000-06:00,Hereford,H-16 #05,457510,COMPLETE-LATE
1135503,ActualActivity,Planting,,2019-03-18T17:00:08.000-06:00,Lone Tree,T-05,416047,COMPLETE-NO-DUE-DATE-SET
1138498,ActualActivity,Drip Irrigation,,2019-03-20T07:47:58.000-06:00,Pick Anderson,P-15,416036,COMPLETE-NO-DUE-DATE-SET
1138708,ActualActivity,Moving sprinklers lines,,2019-03-19T10:00:58.000-06:00,Delta Ranch,D-15,416117,COMPLETE-NO-DUE-DATE-SET
1138833,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-02-24T18:00:00.000-07:00,Delta Ranch,D-26,416135,COMPLETE-LATE
1138833,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-02-24T18:00:00.000-07:00,Kreyenhagen,K-05,416125,COMPLETE-LATE
1138833,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-02-24T18:00:00.000-07:00,Kreyenhagen,K-06,416123,COMPLETE-LATE
1138833,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-02-24T18:00:00.000-07:00,Kreyenhagen,K-07,416122,COMPLETE-LATE
1138833,ActualActivity,Goal,2019-01-24T12:00:00.000-07:00,2019-02-24T18:00:00.000-07:00,Pick Anderson,P-16E,416034,COMPLETE-LATE
1139092,ActualActivity,Pre Plant Herbicide,,2019-03-18T16:30:30.000-06:00,Delta Ranch,D-17,416118,COMPLETE-NO-DUE-DATE-SET
1139099,ActualActivity,Prowl,,2019-03-15T16:00:23.000-06:00,Delta Ranch,D-12,416132,COMPLETE-NO-DUE-DATE-SET
1139105,ActualActivity,Herbicide,,2019-03-19T17:00:06.000-06:00,Delta Ranch,D-15,416117,COMPLETE-NO-DUE-DATE-SET
1145199,ActualActivity,Drip Irrigation,,2019-03-21T12:00:10.000-06:00,Las Animas,L-07E-South,427942,COMPLETE-NO-DUE-DATE-SET
1145207,ActualActivity,Pre Irrigation- Sprinkler,,2019-03-20T20:00:48.000-06:00,Hereford,H-18,416084,COMPLETE-NO-DUE-DATE-SET
1146042,ActualActivity,Install tape above ground,,2019-03-23T17:00:03.000-06:00,Pick Anderson,P-15,416036,COMPLETE-NO-DUE-DATE-SET
1148247,ActualActivity,Burn down,2019-03-19T12:00:00.000-06:00,2019-03-21T11:56:00.000-06:00,Delta Ranch,D-24,416129,COMPLETE-LATE
1148865,ActualActivity,Herbicide,2019-02-28T12:00:00.000-07:00,2019-03-14T12:10:00.000-06:00,Pick Anderson,P-23,416024,COMPLETE-LATE
1148865,ActualActivity,Herbicide,2019-02-28T12:00:00.000-07:00,2019-03-14T12:10:00.000-06:00,Pick Anderson,P-24,416023,COMPLETE-LATE
1148865,ActualActivity,Herbicide,2019-02-28T12:00:00.000-07:00,2019-03-14T12:10:00.000-06:00,Pick Anderson,P-25,416022,COMPLETE-LATE
1148865,ActualActivity,Herbicide,2019-02-28T12:00:00.000-07:00,2019-03-14T12:10:00.000-06:00,Pick Anderson,P-26,416021,COMPLETE-LATE
1154070,ActualActivity,Herbicide,2019-03-20T12:00:00.000-06:00,2019-03-22T11:30:00.000-06:00,Hereford,H-08,416103,COMPLETE-LATE
1154797,ActualActivity,culitvation,,2019-03-26T09:42:44.971-06:00,Lone Tree,T-01,416049,COMPLETE-NO-DUE-DATE-SET
1154877,ActualActivity,listing,2019-03-26T13:00:00.000-06:00,2019-03-26T10:04:09.021-06:00,Elbon,E-02,416066,COMPLETE-ON-TIME
1155159,ActualActivity,Subsurface,,2019-03-26T12:00:39.000-06:00,Las Animas,L-07E-South,427942,COMPLETE-NO-DUE-DATE-SET
1156173,ActualActivity,pre plant culivation,,2019-03-26T13:00:00.000-06:00,Lone Tree,T-02,416050,COMPLETE-NO-DUE-DATE-SET
1156223,ActualActivity,pre plant culitvation,,2019-03-26T16:30:00.000-06:00,Lone Tree,T-03,416051,COMPLETE-NO-DUE-DATE-SET
1157893,ActualActivity,Herbicide,,2019-03-27T10:50:50.000-06:00,Hereford,H-16 #04,457509,COMPLETE-NO-DUE-DATE-SET
1157893,ActualActivity,Herbicide,,2019-03-27T10:50:50.000-06:00,Hereford,H-16 #05,457510,COMPLETE-NO-DUE-DATE-SET
1157894,ActualActivity,Un-32 application,,2019-03-20T17:30:31.000-06:00,Pick Anderson,P-15,416036,COMPLETE-NO-DUE-DATE-SET
1157905,ActualActivity,Connect drip risers,,2019-03-27T16:59:38.672-06:00,Pick Anderson,P-42,416112,COMPLETE-NO-DUE-DATE-SET
1159483,ActualActivity,Hand weeding,,2019-03-29T07:36:31.000-06:00,Pick Anderson,P-14W,416002,COMPLETE-NO-DUE-DATE-SET
1159551,ActualActivity,Liliston,2019-03-26T13:00:00.000-06:00,2019-03-27T11:00:00.000-06:00,Las Animas,L-20,415999,COMPLETE-LATE
1159557,ActualActivity,pre plant culitvation,2019-03-28T13:00:00.000-06:00,2019-03-27T14:00:00.000-06:00,Lone Tree,T-07,416072,COMPLETE-ON-TIME
1159561,ActualActivity,pre plant culitvation,2019-03-28T13:00:00.000-06:00,2019-03-27T16:30:00.000-06:00,Lone Tree,T-08,416073,COMPLETE-ON-TIME
1162428,ActualActivity,Lorox herbicide,,2019-03-28T17:00:00.000-06:00,Elbon,E-06,416070,COMPLETE-NO-DUE-DATE-SET
1162487,ActualActivity,Planting,,2019-03-28T18:00:46.000-06:00,Las Animas,L-20,415999,IN-PROGRESS-NO-DUE-DATE-SET
1162523,ActualActivity,Weeding Crew 1st Pass,,2019-03-28T16:49:49.860-06:00,Pick Anderson,P-17,416033,COMPLETE-NO-DUE-DATE-SET
1162553,ActualActivity,4-10-10 application,,2019-03-28T10:00:20.000-06:00,Delta Ranch,D-26,416135,COMPLETE-NO-DUE-DATE-SET
1162972,ActualActivity,Picking up sprinklers,,2019-03-27T17:30:28.000-06:00,Delta Ranch,D-28,416133,COMPLETE-NO-DUE-DATE-SET
1163498,ActualActivity,Un-32 application,,2019-03-28T21:00:31.000-06:00,Pick Anderson,P-15,416036,COMPLETE-NO-DUE-DATE-SET
1163504,ActualActivity,Planting,,2019-03-29T07:30:22.123-06:00,Deep Well,W-02,416013,IN-PROGRESS-NO-DUE-DATE-SET
1163812,ActualActivity,pre plant culitvation,2019-01-31T13:00:00.000-07:00,2019-03-28T09:00:00.000-06:00,Deep Well,W-01,416012,COMPLETE-LATE
1163836,ActualActivity,Clean up herbicide,2019-03-28T13:00:00.000-06:00,2019-03-28T10:00:00.000-06:00,Pick Anderson,P-38,416108,COMPLETE-ON-TIME
1163838,ActualActivity,Herbicide,2019-03-28T12:00:00.000-06:00,2019-03-28T11:15:00.000-06:00,Pick Anderson,P-29,416026,COMPLETE-ON-TIME
1164333,ActualActivity,Furrow Irrigation,,2019-03-29T12:00:08.000-06:00,Lone Tree,T-12,416015,COMPLETE-NO-DUE-DATE-SET
1164353,ActualActivity,Herbicide,,2019-03-29T12:26:40.000-06:00,Hereford,H-22,416092,COMPLETE-NO-DUE-DATE-SET
1165284,ActualActivity,Sub surface,,2019-03-29T15:00:04.000-06:00,Las Animas,L-07E-South,427942,COMPLETE-NO-DUE-DATE-SET
1165692,ActualActivity,preplant culitvation,2019-03-30T13:00:00.000-06:00,2019-03-29T09:30:00.000-06:00,Deep Well,W-02,416013,COMPLETE-ON-TIME
1165694,ActualActivity,preplant culitvation,2019-03-30T13:00:00.000-06:00,2019-03-30T10:57:07.303-06:00,Delta Ranch,D-01,416056,COMPLETE-ON-TIME
1165696,ActualActivity,Liliston,2019-03-15T13:00:00.000-06:00,2019-03-29T09:00:00.000-06:00,Las Animas,L-21,416078,COMPLETE-LATE
1165699,ActualActivity,planting,2019-03-30T13:00:00.000-06:00,2019-03-29T18:30:00.000-06:00,Deep Well,W-02,416013,COMPLETE-ON-TIME
1166097,ActualActivity,Weeding Crew 1st Pass,,2019-03-30T15:00:38.000-06:00,Deep Well,W-01,416012,COMPLETE-NO-DUE-DATE-SET
1166097,ActualActivity,Weeding Crew 1st Pass,,2019-03-30T15:00:38.000-06:00,Deep Well,W-02,416013,COMPLETE-NO-DUE-DATE-SET
1166109,ActualActivity,Removing sprinklers from field,,2019-03-30T16:30:21.000-06:00,Hereford,H-18,416084,COMPLETE-NO-DUE-DATE-SET
1166110,ActualActivity,Sprinkler irrigation 2hrs/set,,2019-03-30T01:00:01.000-06:00,Las Animas,L-07E-North,427941,COMPLETE-NO-DUE-DATE-SET
1166198,ActualActivity,Planting,2019-03-20T13:00:00.000-06:00,2019-03-30T13:30:00.000-06:00,Lone Tree,T-01,416049,COMPLETE-LATE
1166199,ActualActivity,Planting,2019-03-20T13:00:00.000-06:00,2019-03-30T15:30:00.000-06:00,Lone Tree,T-02,416050,COMPLETE-LATE
1166201,ActualActivity,Planting,2019-03-20T13:00:00.000-06:00,2019-03-30T17:30:00.000-06:00,Lone Tree,T-03,416051,COMPLETE-LATE
1166202,ActualActivity,Planting,2019-03-20T13:00:00.000-06:00,2019-03-30T17:30:00.000-06:00,Lone Tree,T-07,416072,COMPLETE-LATE
1166203,ActualActivity,Planting,2019-03-20T13:00:00.000-06:00,2019-03-30T18:30:00.000-06:00,Lone Tree,T-08,416073,COMPLETE-LATE
1166207,ActualActivity,Liliston,2019-03-15T13:00:00.000-06:00,2019-03-30T17:30:00.000-06:00,Hereford,H-25N,416001,COMPLETE-LATE
1166208,ActualActivity,Liliston,2019-03-15T13:00:00.000-06:00,2019-03-30T12:00:00.000-06:00,Las Animas,L-31,415993,COMPLETE-LATE
1166213,ActualActivity,chicken manure application pellets,2019-03-31T13:00:00.000-06:00,2019-03-30T11:00:00.000-06:00,Las Animas,L-01,416114,COMPLETE-ON-TIME
1166216,ActualActivity,Tomato transplant,,2019-03-31T16:00:24.000-06:00,Delta Ranch,D-26,416135,COMPLETE-NO-DUE-DATE-SET
1166219,ActualActivity,Pre Irrigation- Sprinkler24 hrs/set,,2019-03-31T09:00:03.000-06:00,Pick Anderson,P-03,416045,COMPLETE-NO-DUE-DATE-SET
1166219,ActualActivity,Pre Irrigation- Sprinkler24 hrs/set,,2019-03-31T09:00:03.000-06:00,Pick Anderson,P-06,416046,COMPLETE-NO-DUE-DATE-SET
1166240,ActualActivity,preplant culitvation,2019-03-31T13:00:00.000-06:00,2019-03-29T16:00:00.000-06:00,Delta Ranch,D-28,416133,COMPLETE-ON-TIME
